8.7126e-06,6.1457e-06
-6.4453e-06,3.8498e-06
1.8853e-05,3.6121e-06
-7.8319e-06,7.1805e-06
7.8486e-06,-1.6395e-05
-5.1147e-06,1.2703e-05
-1.3729e-05,1.8252e-05
1.211e-06,3.704e-06
-1.5569e-05,-1.7594e-05
-2.2438e-06,5.4478e-06
-4.503e-06,-5.5849e-06
-9.1489e-06,-3.3897e-07
-7.6749e-06,4.2198e-06
-7.907e-06,3.0768e-06
-8.4249e-06,-1.6196e-06
-9.8077e-07,1.6308e-06
-1.4526e-05,7.2125e-06
-5.342e-06,-6.3561e-06
9.8008e-06,9.6806e-06
2.8171e-06,1.2976e-05
-2.1943e-06,-7.0633e-06
1.5153e-05,6.525e-06
4.4995e-06,1.8012e-05
9.1581e-06,6.077e-06
2.7818e-06,5.9822e-06
1.5586e-05,2.3973e-06
-3.9136e-06,1.7006e-05
1.4072e-05,-7.6572e-06
-6.6516e-06,9.7138e-06
-9.0932e-06,-2.1035e-05
5.0439e-06,1.0545e-05
-1.4329e-05,-4.3736e-06
-1.3283e-05,-8.1025e-06
-1.5383e-05,-3.83e-06
-7.9756e-06,-4.9702e-06
1.7219e-05,8.6247e-06
2.5544e-06,6.9149e-06
-4.4648e-06,-3.2546e-07
-8.2984e-06,-4.2437e-06
1.1829e-05,4.4586e-06
1.2706e-05,-1.1145e-05
2.0868e-06,1.6471e-05
-2.5803e-06,1.1439e-05
-1.2484e-05,9.5045e-06
7.9459e-06,2.8046e-06
-1.2643e-05,3.5805e-07
8.382e-06,9.5634e-06
1.0208e-05,-5.2941e-06
1.0645e-05,-2.3423e-06
3.5608e-06,4.4399e-06
6.9411e-06,-2.008e-05
-2.2704e-05,-5.3026e-06
-2.3592e-05,-8.2598e-06
-1.3991e-05,1.1945e-05
1.9332e-06,5.2146e-06
6.4887e-06,-1.0582e-05
-1.6329e-05,1.8061e-05
-1.2408e-05,3.3774e-07
-6.9504e-06,7.9347e-06
-9.0012e-07,9.0471e-07
-4.0003e-06,-1.5908e-06
1.2896e-05,-3.8563e-06
-1.1424e-05,-1.1882e-05
6.5514e-06,1.149e-05
-4.9344e-06,-2.5378e-06
-2.501e-06,-4.6778e-06
6.6676e-06,-1.1394e-05
-5.7046e-06,-5.4862e-06
-1.5358e-06,3.9294e-06
1.0048e-05,-2.3321e-05
-6.8241e-06,-3.2606e-07
5.7223e-06,-3.3556e-06
1.3259e-05,-8.3631e-06
1.6823e-05,1.1669e-05
8.7875e-06,7.7741e-06
1.0024e-05,-1.2448e-06
6.5928e-06,-1.0393e-05
-2.8735e-05,-1.356e-05
-1.5556e-06,-3.4428e-06
-9.7876e-06,-7.6602e-06
1.2925e-05,-7.5143e-06
-9.0659e-06,1.8317e-05
1.2013e-05,1.9374e-05
-7.6328e-06,8.736e-06
7.8141e-07,-2.1258e-05
-8.1583e-06,7.2571e-06
-5.4102e-06,-2.8278e-06
7.0265e-08,-8.5751e-06
-8.5985e-06,-3.7754e-06
1.0251e-06,-1.3283e-05
-7.6683e-06,8.4765e-06
7.032e-06,6.4007e-06
-1.6248e-06,-1.2782e-05
-6.0217e-06,-1.6046e-06
1.2588e-05,-1.6343e-07
8.6464e-06,9.7352e-06
1.162e-06,2.2661e-06
-2.3875e-06,1.6907e-05
-6.8489e-06,-7.5119e-06
-5.8022e-07,-5.2007e-06
1.032e-05,1.538e-06
-2.3551e-06,-9.3802e-06
9.6699e-06,-3.7521e-06
1.8757e-06,5.3747e-06
1.0893e-05,5.6955e-06
-3.2395e-06,-8.6539e-06
2.8156e-06,-3.1361e-06
1.2673e-05,5.0859e-06
1.6158e-05,2.5253e-06
1.0788e-06,-1.3797e-05
1.263e-05,-1.8139e-05
4.4038e-06,1.2387e-05
1.7816e-05,3.6784e-06
1.2063e-08,1.5018e-05
-8.1554e-06,-3.4368e-06
-1.3646e-05,-8.2413e-07
-1.111e-05,-2.8785e-06
-1.4117e-05,-5.1233e-06
2.3782e-06,7.7469e-06
-2.3898e-06,-2.0676e-06
1.2289e-05,1.1188e-05
4.9695e-06,1.6331e-05
-2.6242e-06,7.3275e-06
2.3062e-06,1.4317e-05
6.5159e-06,2.6154e-05
5.5122e-06,-3.1853e-06
5.2544e-06,-7.7834e-06
-3.5521e-06,-3.842e-06
-1.4037e-05,-3.8616e-06
1.0483e-05,-1.6278e-06
1.2006e-05,-5.9481e-06
6.1095e-06,-4.1558e-06
8.4094e-06,-5.1604e-06
1.9969e-06,-3.5352e-06
1.0213e-05,-7.041e-06
-8.5989e-06,1.1213e-05
-3.5852e-06,-4.0648e-06
6.5851e-06,-4.2263e-06
-1.3593e-06,4.2574e-06
6.1215e-06,-8.4469e-06
1.2381e-05,4.4676e-06
5.4482e-07,-1.8118e-05
-1.7409e-05,-1.1764e-06
-1.0347e-05,8.2276e-07
1.6281e-07,1.4745e-05
-2.3631e-05,5.0571e-06
-4.1204e-06,7.0512e-06
-2.6654e-06,2.7095e-06
-1.0664e-05,1.7743e-05
-1.8883e-06,-3.0615e-06
1.8037e-05,-9.1792e-06
1.336e-05,-6.9867e-06
1.4997e-05,1.2565e-05
-1.0931e-05,-4.3952e-06
1.5926e-05,3.6279e-05
1.3013e-05,-6.1571e-06
1.1145e-05,6.2911e-07
-7.301e-06,-9.2351e-06
-9.3353e-06,-1.8983e-05
-9.4858e-06,-8.0766e-06
3.0527e-06,-7.1845e-06
5.9279e-06,9.3124e-07
1.4241e-05,9.9913e-06
1.2493e-05,2.1163e-06
-1.234e-06,-2.5716e-06
-5.7479e-06,-5.4731e-06
-8.1282e-06,-6.3656e-07
-1.3014e-06,5.3598e-07
-5.1052e-06,9.2257e-06
-1.766e-05,1.0013e-05
1.4006e-05,8.3228e-06
-1.0964e-05,-1.9574e-07
-6.908e-06,-8.1179e-06
1.5476e-05,-9.3605e-06
-1.4744e-05,5.4682e-06
1.6291e-05,-3.9988e-06
-4.0736e-06,-9.7299e-06
1.6968e-06,2.6165e-06
1.1995e-06,-1.5015e-05
-1.9443e-06,3.8079e-06
2.5996e-05,1.4139e-05
8.9896e-06,-1.9344e-07
-3.4326e-06,5.8944e-06
9.5146e-06,7.3456e-06
-1.4053e-05,-7.4005e-06
6.5556e-06,-4.5519e-06
1.0766e-05,2.7021e-06
-1.9496e-05,-9.3529e-06
